panID	best_hit_s288c	type	Note
6745-YNR027W	YNR027W	ORF based on ref genome	
6746-YNR028W	YNR028W	ORF based on ref genome	
6747-YNR029C	YNR029C	ORF based on ref genome	
6748-YNR030W	YNR030W	ORF based on ref genome	
6749-YNR031C	YNR031C	ORF based on ref genome	
6750-YNR032C-A	YNR032C-A	ORF based on ref genome	
6751-YNR032W	YNR032W	ORF based on ref genome	
6752-YNR033W	YNR033W	ORF based on ref genome	
6753-YNR034W	YNR034W	ORF based on ref genome	
6754-YNR034W-A	YNR034W-A	ORF based on ref genome	
6755-YNR035C	YNR035C	ORF based on ref genome	
6756-YNR036C	YNR036C	ORF based on ref genome	
6757-YNR037C	YNR037C	ORF based on ref genome	
6758-YNR038W	YNR038W	ORF based on ref genome	
6759-YNR039C	YNR039C	ORF based on ref genome	
6760-YNR040W	YNR040W	ORF based on ref genome	
6761-YNR041C_NumOfGenes_2	YNR041C	ORF based on ref genome	
6762-YNR043W	YNR043W	ORF based on ref genome	
6763-YNR044W	YNR044W	ORF based on ref genome	
6764-YNR045W	YNR045W	ORF based on ref genome	
6765-YNR046W	YNR046W	ORF based on ref genome	
6766-YNR047W	YNR047W	ORF based on ref genome	
6767-YNR048W	YNR048W	ORF based on ref genome	
6768-YNR049C	YNR049C	ORF based on ref genome	
6769-YNR050C	YNR050C	ORF based on ref genome	
6770-YNR051C	YNR051C	ORF based on ref genome	
6771-YNR052C	YNR052C	ORF based on ref genome	
6772-YNR053C	YNR053C	ORF based on ref genome	
6773-YNR054C	YNR054C	ORF based on ref genome	
6774-YNR055C	YNR055C	ORF based on ref genome	
6775-YNR056C	YNR056C	ORF based on ref genome	
6776-YNR057C	YNR057C	ORF based on ref genome	
6777-YNR058W	YNR058W	ORF based on ref genome	
6778-YNR059W	YNR059W	ORF based on ref genome	
6779-YNR060W	YNR060W	ORF based on ref genome	
6780-YNR061C	YNR061C	ORF based on ref genome	
6781-YNR062C	YNR062C	ORF based on ref genome	
6782-YNR063W	YNR063W	ORF based on ref genome	
6783-YNR064C	YNR064C	ORF based on ref genome	
6784-YNR065C	YNR065C	ORF based on ref genome	
6785-YNR066C	YNR066C	ORF based on ref genome	
6786-YNR067C_NumOfGenes_2	YNR067C	ORF based on ref genome	
6787-YNR068C_NumOfGenes_2	YNR068C	ORF based on ref genome	
6788-YNR069C_NumOfGenes_2	YNR069C	ORF based on ref genome	
6789-YNR070W_NumOfGenes_2	YNR070W	ORF based on ref genome	
6790-YNR071C	YNR071C	ORF based on ref genome	
6791-YNR072W_NumOfGenes_4	YNR072W	ORF based on ref genome	
6792-YNR073C_NumOfGenes_3	YNR073C	ORF based on ref genome	
6793-YNR074C	YNR074C	ORF based on ref genome	
6794-YNR075C-A_NumOfGenes_4	YNR075C-A	ORF based on ref genome	
6795-YNR075W	YNR075W	ORF based on ref genome	
6796-YNR077C_NumOfGenes_2	YNR077C	ORF based on ref genome	
6797-YOL001W	YOL001W	ORF based on ref genome	
6798-YOL002C	YOL002C	ORF based on ref genome	
6799-YOL003C	YOL003C	ORF based on ref genome	
6800-YOL004W	YOL004W	ORF based on ref genome	
6801-YOL005C	YOL005C	ORF based on ref genome	
6802-YOL006C	YOL006C	ORF based on ref genome	
6803-YOL007C	YOL007C	ORF based on ref genome	
6804-YOL008W	YOL008W	ORF based on ref genome	
6805-YOL009C	YOL009C	ORF based on ref genome	
6806-YOL010W	YOL010W	ORF based on ref genome	
6807-YOL011W	YOL011W	ORF based on ref genome	
6808-YOL012C	YOL012C	ORF based on ref genome	
6809-YOL013C	YOL013C	ORF based on ref genome	
6810-YOL013W-A	YOL013W-A	ORF based on ref genome	
6811-YOL013W-B	YOL013W-B	ORF based on ref genome	
6812-YOL014W	YOL014W	ORF based on ref genome	
6813-YOL015W	YOL015W	ORF based on ref genome	
6814-YOL016C	YOL016C	ORF based on ref genome	
6815-YOL017W	YOL017W	ORF based on ref genome	
6816-YOL018C	YOL018C	ORF based on ref genome	
6817-YOL019W	YOL019W	ORF based on ref genome	
6818-YOL019W-A	YOL019W-A	ORF based on ref genome	
6819-YOL020W	YOL020W	ORF based on ref genome	
6820-YOL021C	YOL021C	ORF based on ref genome	
6821-YOL022C	YOL022C	ORF based on ref genome	
6822-YOL023W	YOL023W	ORF based on ref genome	
6823-YOL024W	YOL024W	ORF based on ref genome	
6824-YOL025W	YOL025W	ORF based on ref genome	
6825-YOL026C	YOL026C	ORF based on ref genome	
6826-YOL027C	YOL027C	ORF based on ref genome	
6827-YOL028C	YOL028C	ORF based on ref genome	
6828-YOL029C	YOL029C	ORF based on ref genome	
6829-YOL030W	YOL030W	ORF based on ref genome	
6830-YOL031C	YOL031C	ORF based on ref genome	
6831-YOL032W	YOL032W	ORF based on ref genome	
6832-YOL033W	YOL033W	ORF based on ref genome	
6833-YOL034W	YOL034W	ORF based on ref genome	
6834-YOL036W_NumOfGenes_3	YOL036W	ORF based on ref genome	
6835-YOL038C-A	YOL038C-A	ORF based on ref genome	
6836-YOL038W	YOL038W	ORF based on ref genome	
6837-YOL039W	YOL039W	ORF based on ref genome	
6838-YOL040C	YOL040C	ORF based on ref genome	
6839-YOL041C	YOL041C	ORF based on ref genome	
6840-YOL042W	YOL042W	ORF based on ref genome	
6841-YOL043C	YOL043C	ORF based on ref genome	
6842-YOL044W	YOL044W	ORF based on ref genome	
6843-YOL045W_NumOfGenes_2	YOL045W	ORF based on ref genome	
6844-YOL047C	YOL047C	ORF based on ref genome	
6845-YOL048C	YOL048C	ORF based on ref genome	
6846-YOL049W	YOL049W	ORF based on ref genome	
6847-YOL051W_NumOfGenes_2	YOL051W	ORF based on ref genome	
6848-YOL052C	YOL052C	ORF based on ref genome	
6849-YOL052C-A	YOL052C-A	ORF based on ref genome	
6850-YOL053W	YOL053W	ORF based on ref genome	
6851-YOL054W	YOL054W	ORF based on ref genome	
6852-YOL055C	YOL055C	ORF based on ref genome	
6853-YOL056W	YOL056W	ORF based on ref genome	
6854-YOL057W	YOL057W	ORF based on ref genome	
6855-YOL058W	YOL058W	ORF based on ref genome	
6856-YOL059W	YOL059W	ORF based on ref genome	
6857-YOL060C	YOL060C	ORF based on ref genome	
6858-YOL061W	YOL061W	ORF based on ref genome	
6859-YOL062C	YOL062C	ORF based on ref genome	
6860-YOL063C	YOL063C	ORF based on ref genome	
6861-YOL064C	YOL064C	ORF based on ref genome	
6862-YOL065C	YOL065C	ORF based on ref genome	
6863-YOL066C	YOL066C	ORF based on ref genome	
6864-YOL067C	YOL067C	ORF based on ref genome	
6865-YOL068C	YOL068C	ORF based on ref genome	
6866-YOL069W	YOL069W	ORF based on ref genome	
6867-YOL070C	YOL070C	ORF based on ref genome	
6868-YOL071W	YOL071W	ORF based on ref genome	
6869-YOL072W	YOL072W	ORF based on ref genome	
6870-YOL073C	YOL073C	ORF based on ref genome	
6871-YOL075C	YOL075C	ORF based on ref genome	
6872-YOL076W	YOL076W	ORF based on ref genome	
6873-YOL077C	YOL077C	ORF based on ref genome	
6874-YOL077W-A	YOL077W-A	ORF based on ref genome	
6875-YOL078W	YOL078W	ORF based on ref genome	
6876-YOL080C_NumOfGenes_2	YOL080C	ORF based on ref genome	
6877-YOL081W	YOL081W	ORF based on ref genome	
6878-YOL082W_NumOfGenes_2	YOL082W	ORF based on ref genome	
6879-YOL083W_NumOfGenes_2	YOL083W	ORF based on ref genome	
6880-YOL084W	YOL084W	ORF based on ref genome	
6881-YOL085C	YOL085C	ORF based on ref genome	
6882-YOL085W-A	YOL085W-A	ORF based on ref genome	
6883-YOL086C	YOL086C	ORF based on ref genome	
6884-YOL086W-A	YOL086W-A	ORF based on ref genome	
6885-YOL087C	YOL087C	ORF based on ref genome	
6886-YOL088C	YOL088C	ORF based on ref genome	
6887-YOL089C	YOL089C	ORF based on ref genome	
6888-YOL090W	YOL090W	ORF based on ref genome	
6889-YOL091W	YOL091W	ORF based on ref genome	
6890-YOL092W	YOL092W	ORF based on ref genome	
6891-YOL093W	YOL093W	ORF based on ref genome	
6892-YOL094C	YOL094C	ORF based on ref genome	
6893-YOL095C	YOL095C	ORF based on ref genome	
6894-YOL096C	YOL096C	ORF based on ref genome	
6895-YOL097C	YOL097C	ORF based on ref genome	
6896-YOL097W-A	YOL097W-A	ORF based on ref genome	
6897-YOL098C	YOL098C	ORF based on ref genome	
6898-YOL100W_NumOfGenes_2	YOL100W	ORF based on ref genome	
6899-YOL101C	YOL101C	ORF based on ref genome	
6900-YOL102C	YOL102C	ORF based on ref genome	
6901-YOL103W	YOL103W	ORF based on ref genome	
6902-YOL104C	YOL104C	ORF based on ref genome	
6903-YOL105C	YOL105C	ORF based on ref genome	
6904-YOL106W	YOL106W	ORF based on ref genome	
6905-YOL107W	YOL107W	ORF based on ref genome	
6906-YOL108C	YOL108C	ORF based on ref genome	
6907-YOL109W	YOL109W	ORF based on ref genome	
6908-YOL110W	YOL110W	ORF based on ref genome	
6909-YOL111C	YOL111C	ORF based on ref genome	
6910-YOL112W	YOL112W	ORF based on ref genome	
6911-YOL113W	YOL113W	ORF based on ref genome	
6912-YOL114C	YOL114C	ORF based on ref genome	
6913-YOL115W	YOL115W	ORF based on ref genome	
6914-YOL116W	YOL116W	ORF based on ref genome	
6915-YOL117W	YOL117W	ORF based on ref genome	
6916-YOL118C	YOL118C	ORF based on ref genome	
6917-YOL119C	YOL119C	ORF based on ref genome	
6918-YOL120C	YOL120C	ORF based on ref genome	
6919-YOL121C	YOL121C	ORF based on ref genome	
6920-YOL122C	YOL122C	ORF based on ref genome	
6921-YOL123W	YOL123W	ORF based on ref genome	
6922-YOL124C	YOL124C	ORF based on ref genome	
6923-YOL125W	YOL125W	ORF based on ref genome	
6924-YOL126C	YOL126C	ORF based on ref genome	
6925-YOL127W	YOL127W	ORF based on ref genome	
6926-YOL128C	YOL128C	ORF based on ref genome	
6927-YOL129W	YOL129W	ORF based on ref genome	
6928-YOL130W	YOL130W	ORF based on ref genome	
6929-YOL131W	YOL131W	ORF based on ref genome	
6930-YOL132W_NumOfGenes_2	YOL132W	ORF based on ref genome	
6931-YOL133W_NumOfGenes_2	YOL133W	ORF based on ref genome	
6932-YOL134C	YOL134C	ORF based on ref genome	
6933-YOL135C_NumOfGenes_2	YOL135C	ORF based on ref genome	
6934-YOL136C	YOL136C	ORF based on ref genome	
6935-YOL137W	YOL137W	ORF based on ref genome	
6936-YOL138C	YOL138C	ORF based on ref genome	
6937-YOL139C_NumOfGenes_2	YOL139C	ORF based on ref genome	
6938-YOL140W	YOL140W	ORF based on ref genome	
6939-YOL141W	YOL141W	ORF based on ref genome	
6940-YOL142W	YOL142W	ORF based on ref genome	
6941-YOL143C	YOL143C	ORF based on ref genome	
6942-YOL144W	YOL144W	ORF based on ref genome	
6943-YOL145C	YOL145C	ORF based on ref genome	
6944-YOL146W	YOL146W	ORF based on ref genome	
6945-YOL147C	YOL147C	ORF based on ref genome	
6946-YOL148C	YOL148C	ORF based on ref genome	
6947-YOL149W	YOL149W	ORF based on ref genome	
6948-YOL151W_NumOfGenes_2	YOL151W	ORF based on ref genome	
6949-YOL152W	YOL152W	ORF based on ref genome	
6950-YOL153C	YOL153C	ORF based on ref genome	
6951-YOL154W	YOL154W	ORF based on ref genome	
6952-YOL155C_NumOfGenes_3	YOL155C	ORF based on ref genome	
6953-YOL155W-A	YOL155W-A	ORF based on ref genome	
6954-YOL156W_NumOfGenes_4	YOL156W	ORF based on ref genome	
6955-YOL158C	YOL158C	ORF based on ref genome	
6956-YOL159C_NumOfGenes_2	YOL159C	ORF based on ref genome	
6957-YOL159C-A	YOL159C-A	ORF based on ref genome	
6958-YOL160W	YOL160W	ORF based on ref genome	
6959-YOL162W	YOL162W	ORF based on ref genome	
6960-YOL163W	YOL163W	ORF based on ref genome	
6961-YOL164W	YOL164W	ORF based on ref genome	
6962-YOL164W-A	YOL164W-A	ORF based on ref genome	
6963-YOL166C	YOL166C	ORF based on ref genome	
6964-YOL166W-A	YOL166W-A	ORF based on ref genome	
6965-YOR001W	YOR001W	ORF based on ref genome	
6966-YOR002W	YOR002W	ORF based on ref genome	
6967-YOR003W	YOR003W	ORF based on ref genome	
6968-YOR004W	YOR004W	ORF based on ref genome	
6969-YOR005C	YOR005C	ORF based on ref genome	
6970-YOR006C	YOR006C	ORF based on ref genome	
6971-YOR007C	YOR007C	ORF based on ref genome	
6972-YOR008C	YOR008C	ORF based on ref genome	
6973-YOR008C-A	YOR008C-A	ORF based on ref genome	
6974-YOR008W-B	YOR008W-B	ORF based on ref genome	
6975-YOR009W_NumOfGenes_2	YOR009W	ORF based on ref genome	
6976-YOR010C	YOR010C	ORF based on ref genome	
6977-YOR011W	YOR011W	ORF based on ref genome	
6978-YOR011W-A	YOR011W-A	ORF based on ref genome	
6979-YOR012W	YOR012W	ORF based on ref genome	
6980-YOR013W	YOR013W	ORF based on ref genome	
6981-YOR014W	YOR014W	ORF based on ref genome	
6982-YOR015W	YOR015W	ORF based on ref genome	
6983-YOR016C	YOR016C	ORF based on ref genome	
6984-YOR017W	YOR017W	ORF based on ref genome	
6985-YOR018W	YOR018W	ORF based on ref genome	
6986-YOR019W	YOR019W	ORF based on ref genome	
6987-YOR020C	YOR020C	ORF based on ref genome	
6988-YOR020W-A	YOR020W-A	ORF based on ref genome	
6989-YOR021C	YOR021C	ORF based on ref genome	
6990-YOR022C	YOR022C	ORF based on ref genome	
6991-YOR023C	YOR023C	ORF based on ref genome	
6992-YOR024W	YOR024W	ORF based on ref genome	
6993-YOR025W	YOR025W	ORF based on ref genome	
6994-YOR026W	YOR026W	ORF based on ref genome	
6995-YOR027W	YOR027W	ORF based on ref genome	
6996-YOR028C	YOR028C	ORF based on ref genome	
6997-YOR029W	YOR029W	ORF based on ref genome	
6998-YOR030W	YOR030W	ORF based on ref genome	
6999-YOR031W	YOR031W	ORF based on ref genome	
7000-YOR032C	YOR032C	ORF based on ref genome	
7001-YOR032W-A	YOR032W-A	ORF based on ref genome	
7002-YOR033C	YOR033C	ORF based on ref genome	
7003-YOR034C	YOR034C	ORF based on ref genome	
7004-YOR034C-A	YOR034C-A	ORF based on ref genome	
7005-YOR035C	YOR035C	ORF based on ref genome	
7006-YOR036W	YOR036W	ORF based on ref genome	
7007-YOR037W	YOR037W	ORF based on ref genome	
7008-YOR038C	YOR038C	ORF based on ref genome	
7009-YOR039W	YOR039W	ORF based on ref genome	
7010-YOR040W	YOR040W	ORF based on ref genome	
7011-YOR042W_NumOfGenes_2	YOR042W	ORF based on ref genome	
7012-YOR043W	YOR043W	ORF based on ref genome	
7013-YOR044W	YOR044W	ORF based on ref genome	
7014-YOR045W	YOR045W	ORF based on ref genome	
7015-YOR046C	YOR046C	ORF based on ref genome	
7016-YOR047C	YOR047C	ORF based on ref genome	
7017-YOR048C	YOR048C	ORF based on ref genome	
7018-YOR049C	YOR049C	ORF based on ref genome	
7019-YOR050C	YOR050C	ORF based on ref genome	
7020-YOR051C	YOR051C	ORF based on ref genome	
7021-YOR052C	YOR052C	ORF based on ref genome	
7022-YOR054C_NumOfGenes_3	YOR054C	ORF based on ref genome	
7023-YOR056C	YOR056C	ORF based on ref genome	
7024-YOR057W	YOR057W	ORF based on ref genome	
7025-YOR058C	YOR058C	ORF based on ref genome	
7026-YOR059C	YOR059C	ORF based on ref genome	
7027-YOR060C	YOR060C	ORF based on ref genome	
7028-YOR061W	YOR061W	ORF based on ref genome	
7029-YOR062C	YOR062C	ORF based on ref genome	
7030-YOR063W	YOR063W	ORF based on ref genome	
7031-YOR064C	YOR064C	ORF based on ref genome	
7032-YOR065W	YOR065W	ORF based on ref genome	
7033-YOR066W	YOR066W	ORF based on ref genome	
7034-YOR067C	YOR067C	ORF based on ref genome	
7035-YOR068C_NumOfGenes_2	YOR068C	ORF based on ref genome	
7036-YOR070C	YOR070C	ORF based on ref genome	
7037-YOR071C	YOR071C	ORF based on ref genome	
7038-YOR072W	YOR072W	ORF based on ref genome	
7039-YOR072W-A	YOR072W-A	ORF based on ref genome	
7040-YOR072W-B	YOR072W-B	ORF based on ref genome	
7041-YOR073W	YOR073W	ORF based on ref genome	
7042-YOR074C_NumOfGenes_2	YOR074C	ORF based on ref genome	
7043-YOR075W	YOR075W	ORF based on ref genome	
7044-YOR076C	YOR076C	ORF based on ref genome	
7045-YOR077W	YOR077W	ORF based on ref genome	
7046-YOR078W	YOR078W	ORF based on ref genome	
7047-YOR079C	YOR079C	ORF based on ref genome	
7048-YOR080W	YOR080W	ORF based on ref genome	
7049-YOR081C	YOR081C	ORF based on ref genome	
7050-YOR082C	YOR082C	ORF based on ref genome	
7051-YOR083W	YOR083W	ORF based on ref genome	
7052-YOR084W	YOR084W	ORF based on ref genome	
7053-YOR085W	YOR085W	ORF based on ref genome	
7054-YOR086C	YOR086C	ORF based on ref genome	
7055-YOR087W	YOR087W	ORF based on ref genome	
7056-YOR089C	YOR089C	ORF based on ref genome	
7057-YOR090C	YOR090C	ORF based on ref genome	
7058-YOR091W	YOR091W	ORF based on ref genome	
7059-YOR092W	YOR092W	ORF based on ref genome	
7060-YOR093C	YOR093C	ORF based on ref genome	
7061-YOR094W	YOR094W	ORF based on ref genome	
7062-YOR095C	YOR095C	ORF based on ref genome	
7063-YOR096W_NumOfGenes_2	YOR096W	ORF based on ref genome	
7064-YOR097C	YOR097C	ORF based on ref genome	
7065-YOR098C	YOR098C	ORF based on ref genome	
7066-YOR099W	YOR099W	ORF based on ref genome	
7067-YOR100C	YOR100C	ORF based on ref genome	
7068-YOR101W_NumOfGenes_2	YOR101W	ORF based on ref genome	
7069-YOR103C_NumOfGenes_2	YOR103C	ORF based on ref genome	
7070-YOR105W_NumOfGenes_2	YOR105W	ORF based on ref genome	
7071-YOR106W	YOR106W	ORF based on ref genome	
7072-YOR107W	YOR107W	ORF based on ref genome	
7073-YOR108W_NumOfGenes_2	YOR108W	ORF based on ref genome	
7074-YOR109W	YOR109W	ORF based on ref genome	
7075-YOR110W	YOR110W	ORF based on ref genome	
7076-YOR111W	YOR111W	ORF based on ref genome	
7077-YOR112W	YOR112W	ORF based on ref genome	
7078-YOR113W	YOR113W	ORF based on ref genome	
7079-YOR114W	YOR114W	ORF based on ref genome	
7080-YOR115C	YOR115C	ORF based on ref genome	
7081-YOR116C	YOR116C	ORF based on ref genome	
7082-YOR117W	YOR117W	ORF based on ref genome	
7083-YOR118W	YOR118W	ORF based on ref genome	
7084-YOR119C	YOR119C	ORF based on ref genome	
7085-YOR120W_NumOfGenes_2	YOR120W	ORF based on ref genome	
7086-YOR122C	YOR122C	ORF based on ref genome	
7087-YOR123C	YOR123C	ORF based on ref genome	
7088-YOR124C	YOR124C	ORF based on ref genome	
7089-YOR125C	YOR125C	ORF based on ref genome	
7090-YOR126C	YOR126C	ORF based on ref genome	
7091-YOR127W	YOR127W	ORF based on ref genome	
7092-YOR128C	YOR128C	ORF based on ref genome	
7093-YOR129C	YOR129C	ORF based on ref genome	
7094-YOR130C	YOR130C	ORF based on ref genome	
7095-YOR131C	YOR131C	ORF based on ref genome	
7096-YOR132W	YOR132W	ORF based on ref genome	
7097-YOR134W	YOR134W	ORF based on ref genome	
7098-YOR135C	YOR135C	ORF based on ref genome	
7099-YOR136W	YOR136W	ORF based on ref genome	
7100-YOR137C	YOR137C	ORF based on ref genome	
7101-YOR138C	YOR138C	ORF based on ref genome	
7102-YOR140W_NumOfGenes_2	YOR140W	ORF based on ref genome	
7103-YOR141C	YOR141C	ORF based on ref genome	
7104-YOR142W	YOR142W	ORF based on ref genome	
7105-YOR143C	YOR143C	ORF based on ref genome	
7106-YOR144C	YOR144C	ORF based on ref genome	
7107-YOR145C_NumOfGenes_2	YOR145C	ORF based on ref genome	
7108-YOR147W	YOR147W	ORF based on ref genome	
7109-YOR148C	YOR148C	ORF based on ref genome	
7110-YOR149C	YOR149C	ORF based on ref genome	
7111-YOR150W	YOR150W	ORF based on ref genome	
7112-YOR151C	YOR151C	ORF based on ref genome	
7113-YOR152C	YOR152C	ORF based on ref genome	
7114-YOR153W	YOR153W	ORF based on ref genome	
7115-YOR154W	YOR154W	ORF based on ref genome	
7116-YOR155C	YOR155C	ORF based on ref genome	
7117-YOR156C	YOR156C	ORF based on ref genome	
7118-YOR157C	YOR157C	ORF based on ref genome	
7119-YOR158W	YOR158W	ORF based on ref genome	
7120-YOR159C	YOR159C	ORF based on ref genome	
7121-YOR160W	YOR160W	ORF based on ref genome	
7122-YOR161C_NumOfGenes_3	YOR161C	ORF based on ref genome	
7123-YOR161C-C	YOR161C-C	ORF based on ref genome	
7124-YOR162C	YOR162C	ORF based on ref genome	
7125-YOR163W	YOR163W	ORF based on ref genome	
7126-YOR164C	YOR164C	ORF based on ref genome	
7127-YOR165W	YOR165W	ORF based on ref genome	
7128-YOR166C	YOR166C	ORF based on ref genome	
7129-YOR167C	YOR167C	ORF based on ref genome	
7130-YOR168W_NumOfGenes_2	YOR168W	ORF based on ref genome	
7131-YOR170W	YOR170W	ORF based on ref genome	
7132-YOR171C	YOR171C	ORF based on ref genome	
7133-YOR172W	YOR172W	ORF based on ref genome	
7134-YOR173W	YOR173W	ORF based on ref genome	
7135-YOR174W	YOR174W	ORF based on ref genome	
7136-YOR175C	YOR175C	ORF based on ref genome	
7137-YOR176W	YOR176W	ORF based on ref genome	
7138-YOR177C	YOR177C	ORF based on ref genome	
7139-YOR178C	YOR178C	ORF based on ref genome	
7140-YOR179C	YOR179C	ORF based on ref genome	
7141-YOR180C	YOR180C	ORF based on ref genome	
7142-YOR181W	YOR181W	ORF based on ref genome	
7143-YOR182C	YOR182C	ORF based on ref genome	
7144-YOR183W	YOR183W	ORF based on ref genome	
7145-YOR184W	YOR184W	ORF based on ref genome	
7146-YOR185C	YOR185C	ORF based on ref genome	
7147-YOR186W_NumOfGenes_2	YOR186W	ORF based on ref genome	
7148-YOR187W	YOR187W	ORF based on ref genome	
7149-YOR188W	YOR188W	ORF based on ref genome	
7150-YOR189W	YOR189W	ORF based on ref genome	
7151-YOR190W	YOR190W	ORF based on ref genome	
7152-YOR191W	YOR191W	ORF based on ref genome	
7153-YOR192C	YOR192C	ORF based on ref genome	
7154-YOR193W	YOR193W	ORF based on ref genome	
7155-YOR194C	YOR194C	ORF based on ref genome	
7156-YOR195W	YOR195W	ORF based on ref genome	
7157-YOR196C	YOR196C	ORF based on ref genome	
7158-YOR197W	YOR197W	ORF based on ref genome	
7159-YOR198C	YOR198C	ORF based on ref genome	
7160-YOR199W	YOR199W	ORF based on ref genome	
7161-YOR201C_NumOfGenes_2	YOR201C	ORF based on ref genome	
7162-YOR202W	YOR202W	ORF based on ref genome	
7163-YOR203W	YOR203W	ORF based on ref genome	
7164-YOR204W	YOR204W	ORF based on ref genome	
7165-YOR205C	YOR205C	ORF based on ref genome	
7166-YOR206W	YOR206W	ORF based on ref genome	
7167-YOR207C	YOR207C	ORF based on ref genome	
7168-YOR208W	YOR208W	ORF based on ref genome	
7169-YOR209C	YOR209C	ORF based on ref genome	
7170-YOR210W	YOR210W	ORF based on ref genome	
7171-YOR211C	YOR211C	ORF based on ref genome	
7172-YOR212W	YOR212W	ORF based on ref genome	
7173-YOR213C	YOR213C	ORF based on ref genome	
7174-YOR214C	YOR214C	ORF based on ref genome	
7175-YOR215C	YOR215C	ORF based on ref genome	
7176-YOR216C	YOR216C	ORF based on ref genome	
7177-YOR217W_NumOfGenes_2	YOR217W	ORF based on ref genome	
7178-YOR219C	YOR219C	ORF based on ref genome	
7179-YOR220W	YOR220W	ORF based on ref genome	
7180-YOR221C	YOR221C	ORF based on ref genome	
7181-YOR222W	YOR222W	ORF based on ref genome	
7182-YOR223W	YOR223W	ORF based on ref genome	
7183-YOR224C	YOR224C	ORF based on ref genome	
7184-YOR225W	YOR225W	ORF based on ref genome	
7185-YOR226C	YOR226C	ORF based on ref genome	
7186-YOR227W	YOR227W	ORF based on ref genome	
7187-YOR228C	YOR228C	ORF based on ref genome	
7188-YOR229W	YOR229W	ORF based on ref genome	
7189-YOR230W	YOR230W	ORF based on ref genome	
7190-YOR231W_NumOfGenes_2	YOR231W	ORF based on ref genome	
7191-YOR232W	YOR232W	ORF based on ref genome	
7192-YOR233W	YOR233W	ORF based on ref genome	
7193-YOR234C	YOR234C	ORF based on ref genome	
7194-YOR235W	YOR235W	ORF based on ref genome	
7195-YOR236W	YOR236W	ORF based on ref genome	
7196-YOR237W	YOR237W	ORF based on ref genome	
7197-YOR238W	YOR238W	ORF based on ref genome	
7198-YOR239W	YOR239W	ORF based on ref genome	
7199-YOR241W	YOR241W	ORF based on ref genome	
7200-YOR242C	YOR242C	ORF based on ref genome	
7201-YOR243C	YOR243C	ORF based on ref genome	
7202-YOR244W	YOR244W	ORF based on ref genome	
7203-YOR245C	YOR245C	ORF based on ref genome	
7204-YOR246C	YOR246C	ORF based on ref genome	
7205-YOR247W_NumOfGenes_2	YOR247W	ORF based on ref genome	
7206-YOR249C	YOR249C	ORF based on ref genome	
7207-YOR250C	YOR250C	ORF based on ref genome	
7208-YOR251C	YOR251C	ORF based on ref genome	
7209-YOR252W	YOR252W	ORF based on ref genome	
7210-YOR253W	YOR253W	ORF based on ref genome	
7211-YOR254C	YOR254C	ORF based on ref genome	
7212-YOR255W	YOR255W	ORF based on ref genome	
7213-YOR256C	YOR256C	ORF based on ref genome	
7214-YOR257W	YOR257W	ORF based on ref genome	
7215-YOR258W	YOR258W	ORF based on ref genome	
7216-YOR259C	YOR259C	ORF based on ref genome	
7217-YOR260W	YOR260W	ORF based on ref genome	
7218-YOR261C	YOR261C	ORF based on ref genome	
7219-YOR262W	YOR262W	ORF based on ref genome	
7220-YOR263C	YOR263C	ORF based on ref genome	
7221-YOR264W	YOR264W	ORF based on ref genome	
7222-YOR265W	YOR265W	ORF based on ref genome	
7223-YOR266W	YOR266W	ORF based on ref genome	
7224-YOR267C	YOR267C	ORF based on ref genome	
7225-YOR268C	YOR268C	ORF based on ref genome	
7226-YOR269W	YOR269W	ORF based on ref genome	
7227-YOR270C	YOR270C	ORF based on ref genome	
7228-YOR271C	YOR271C	ORF based on ref genome	
7229-YOR272W	YOR272W	ORF based on ref genome	
7230-YOR273C	YOR273C	ORF based on ref genome	
7231-YOR274W	YOR274W	ORF based on ref genome	
7232-YOR275C	YOR275C	ORF based on ref genome	
7233-YOR276W_NumOfGenes_2	YOR276W	ORF based on ref genome	
7234-YOR278W	YOR278W	ORF based on ref genome	
7235-YOR279C	YOR279C	ORF based on ref genome	
7236-YOR280C	YOR280C	ORF based on ref genome	
7237-YOR281C	YOR281C	ORF based on ref genome	
7238-YOR282W	YOR282W	ORF based on ref genome	
7239-YOR283W	YOR283W	ORF based on ref genome	
7240-YOR284W	YOR284W	ORF based on ref genome	
7241-YOR285W	YOR285W	ORF based on ref genome	
7242-YOR286W	YOR286W	ORF based on ref genome	
7243-YOR287C	YOR287C	ORF based on ref genome	
7244-YOR288C	YOR288C	ORF based on ref genome	
7245-YOR289W	YOR289W	ORF based on ref genome	
7246-YOR290C	YOR290C	ORF based on ref genome	
7247-YOR291W	YOR291W	ORF based on ref genome	
7248-YOR292C	YOR292C	ORF based on ref genome	
7249-YOR293C-A	YOR293C-A	ORF based on ref genome	
7250-YOR293W	YOR293W	ORF based on ref genome	
7251-YOR294W	YOR294W	ORF based on ref genome	
7252-YOR295W	YOR295W	ORF based on ref genome	
7253-YOR296W	YOR296W	ORF based on ref genome	
7254-YOR297C	YOR297C	ORF based on ref genome	
7255-YOR298C-A	YOR298C-A	ORF based on ref genome	
7256-YOR298W	YOR298W	ORF based on ref genome	
7257-YOR299W	YOR299W	ORF based on ref genome	
7258-YOR300W	YOR300W	ORF based on ref genome	
7259-YOR301W	YOR301W	ORF based on ref genome	
7260-YOR302W	YOR302W	ORF based on ref genome	
